user_id,signup_date,acquisition_channel,ab_test_group,age_groups,device
U07168,2025-01-14,Google Ads,Variant,25-34,Tablet
U07169,2025-02-12,Facebook,Control,18-24,Mobile
U07170,2025-03-13,Instagram,Control,35-44,Tablet
U07171,2025-01-27,TikTok,Control,25-34,Mobile
U07172,2025-02-27,TikTok,Variant,25-34,Mobile
U07173,2025-01-07,TikTok,Variant,18-24,Desktop
U07174,2025-01-23,Facebook,Control,25-34,Desktop
U07175,2025-02-01,TikTok,Control,18-24,Desktop
U07176,2025-02-27,Facebook,Variant,18-24,Tablet
U07177,2025-02-06,Instagram,Variant,18-24,Tablet
U07178,2025-02-01,Instagram,Control,25-34,Tablet
U07179,2025-01-20,Facebook,Control,45+,Mobile
U07180,2025-03-10,TikTok,Variant,25-34,Mobile
U07181,2025-03-25,Organic,Variant,18-24,Mobile
U07182,2025-01-08,Instagram,Control,25-34,Mobile
U07183,2025-01-25,Referral,Variant,45+,Mobile
U07184,2025-02-18,TikTok,Control,25-34,Tablet
U07185,2025-02-11,Organic,Control,18-24,Mobile
U07186,2025-03-08,Facebook,Control,45+,Mobile
U07187,2025-01-23,Organic,Variant,35-44,Mobile
U07188,2025-03-03,Instagram,Control,18-24,Tablet
U07189,2025-02-28,Facebook,Control,35-44,Mobile
U07190,2025-02-28,Facebook,Variant,45+,Tablet
U07191,2025-03-19,Instagram,Control,45+,Mobile
U07192,2025-03-06,TikTok,Variant,18-24,Mobile
U07193,2025-01-19,Facebook,Variant,18-24,Mobile
U07194,2025-01-06,Google Ads,Control,18-24,Mobile
U07195,2025-02-06,Facebook,Control,18-24,Mobile
U07196,2025-02-13,Instagram,Control,35-44,Mobile
U07197,2025-02-11,Referral,Control,35-44,Mobile
U07198,2025-03-18,TikTok,Control,18-24,Mobile
U07199,2025-03-03,Google Ads,Control,25-34,Desktop
U07200,2025-03-17,Facebook,Control,35-44,Mobile
U07201,2025-03-29,Facebook,Control,18-24,Mobile
U07202,2025-03-13,Google Ads,Control,25-34,Mobile
U07203,2025-01-16,TikTok,Variant,45+,Mobile
U07204,2025-01-04,Organic,Control,35-44,Mobile
U07205,2025-02-21,TikTok,Variant,25-34,Mobile
U07206,2025-03-14,Facebook,Control,25-34,Mobile
U07207,2025-02-21,Organic,Variant,25-34,Mobile
U07208,2025-02-19,Referral,Variant,35-44,Tablet
U07209,2025-02-04,Instagram,Variant,25-34,Mobile
U07210,2025-02-17,Facebook,Variant,25-34,Desktop
U07211,2025-03-08,Instagram,Variant,45+,Mobile
U07212,2025-01-16,Google Ads,Control,35-44,Mobile
U07213,2025-03-01,Instagram,Variant,18-24,Mobile
U07214,2025-03-27,TikTok,Variant,25-34,Desktop
U07215,2025-03-21,Instagram,Variant,18-24,Mobile
U07216,2025-03-28,Facebook,Control,35-44,Mobile
U07217,2025-01-11,Google Ads,Control,45+,Desktop
U07218,2025-01-21,Organic,Control,25-34,Mobile
U07219,2025-01-09,Google Ads,Variant,35-44,Desktop
U07220,2025-02-21,Facebook,Variant,25-34,Desktop
U07221,2025-01-22,Instagram,Control,25-34,Mobile
U07222,2025-02-13,Organic,Variant,18-24,Mobile
U07223,2025-02-15,Organic,Control,45+,Mobile
U07224,2025-03-16,Facebook,Control,45+,Tablet
U07225,2025-03-06,TikTok,Control,35-44,Desktop
U07226,2025-03-02,TikTok,Variant,35-44,Mobile
U07227,2025-02-10,Facebook,Control,45+,Mobile
U07228,2025-02-01,Facebook,Control,25-34,Mobile
U07229,2025-01-02,Instagram,Control,18-24,Mobile
U07230,2025-03-30,TikTok,Variant,45+,Desktop
U07231,2025-01-22,Facebook,Variant,45+,Mobile
U07232,2025-01-26,TikTok,Control,35-44,Mobile
U07233,2025-01-13,Instagram,Control,45+,Desktop
U07234,2025-03-31,Google Ads,Variant,25-34,Mobile
U07235,2025-02-23,TikTok,Variant,45+,Mobile
U07236,2025-01-30,TikTok,Variant,35-44,Mobile
U07237,2025-01-24,Organic,Variant,45+,Desktop
U07238,2025-01-21,Google Ads,Control,18-24,Tablet
U07239,2025-03-28,Facebook,Variant,45+,Desktop
U07240,2025-03-03,Facebook,Variant,18-24,Mobile
U07241,2025-03-27,TikTok,Variant,25-34,Mobile
U07242,2025-01-22,TikTok,Variant,45+,Mobile
U07243,2025-02-25,Facebook,Control,45+,Mobile
U07244,2025-03-16,Organic,Variant,18-24,Mobile
U07245,2025-03-30,TikTok,Control,45+,Mobile
U07246,2025-02-01,Google Ads,Variant,45+,Mobile
U07247,2025-02-27,Facebook,Variant,25-34,Mobile
U07248,2025-02-09,Instagram,Variant,25-34,Mobile
U07249,2025-03-19,Referral,Variant,18-24,Desktop
U07250,2025-02-07,Organic,Control,35-44,Mobile
U07251,2025-02-12,Instagram,Variant,45+,Mobile
U07252,2025-01-08,Google Ads,Variant,45+,Desktop
U07253,2025-03-06,Facebook,Control,18-24,Mobile
U07254,2025-01-13,Google Ads,Variant,35-44,Mobile
U07255,2025-01-11,TikTok,Control,18-24,Mobile
U07256,2025-03-06,TikTok,Control,18-24,Mobile
U07257,2025-01-17,Google Ads,Control,18-24,Mobile
U07258,2025-01-25,Organic,Variant,25-34,Tablet
U07259,2025-01-07,TikTok,Control,35-44,Tablet
U07260,2025-03-05,Instagram,Variant,35-44,Tablet
U07261,2025-03-11,Facebook,Variant,35-44,Mobile
U07262,2025-03-18,Facebook,Control,18-24,Desktop
U07263,2025-03-23,Referral,Control,35-44,Mobile
U07264,2025-03-30,Organic,Control,35-44,Desktop
U07265,2025-03-25,Google Ads,Variant,18-24,Mobile
U07266,2025-02-07,Organic,Variant,35-44,Desktop
U07267,2025-01-02,Google Ads,Variant,25-34,Mobile
U07268,2025-03-13,Google Ads,Control,35-44,Mobile
U07269,2025-03-23,Instagram,Variant,35-44,Desktop
U07270,2025-03-18,Facebook,Variant,25-34,Mobile
U07271,2025-01-07,TikTok,Variant,35-44,Tablet
U07272,2025-02-13,Facebook,Variant,25-34,Mobile
U07273,2025-03-14,TikTok,Control,18-24,Mobile
U07274,2025-02-07,Organic,Variant,45+,Mobile
U07275,2025-03-21,Facebook,Control,25-34,Mobile
U07276,2025-01-26,Google Ads,Variant,35-44,Tablet
U07277,2025-02-16,Facebook,Variant,25-34,Tablet
U07278,2025-03-03,Google Ads,Control,35-44,Mobile
U07279,2025-02-05,Instagram,Control,25-34,Mobile
U07280,2025-03-13,TikTok,Variant,25-34,Mobile
U07281,2025-01-16,Instagram,Control,25-34,Mobile
U07282,2025-02-02,TikTok,Control,35-44,Mobile
U07283,2025-03-23,Google Ads,Variant,25-34,Tablet
U07284,2025-02-26,Google Ads,Control,25-34,Mobile
U07285,2025-02-11,Facebook,Variant,45+,Mobile
U07286,2025-03-22,TikTok,Control,25-34,Mobile
U07287,2025-02-21,Referral,Variant,18-24,Mobile
U07288,2025-01-30,Facebook,Variant,18-24,Mobile
U07289,2025-01-09,Google Ads,Control,25-34,Mobile
U07290,2025-02-09,Facebook,Control,18-24,Desktop
U07291,2025-03-06,TikTok,Variant,45+,Mobile
U07292,2025-01-05,TikTok,Variant,18-24,Desktop
U07293,2025-03-19,Facebook,Variant,18-24,Mobile
U07294,2025-01-25,Facebook,Control,25-34,Mobile
U07295,2025-01-01,Google Ads,Variant,35-44,Tablet
U07296,2025-03-11,Facebook,Variant,45+,Mobile
U07297,2025-01-24,Organic,Control,35-44,Desktop
U07298,2025-01-26,Google Ads,Control,35-44,Mobile
U07299,2025-03-27,Facebook,Control,45+,Desktop
U07300,2025-03-05,Google Ads,Variant,45+,Desktop
U07301,2025-03-16,Facebook,Variant,35-44,Mobile
U07302,2025-02-16,Facebook,Control,25-34,Desktop
U07303,2025-02-28,Facebook,Variant,35-44,Desktop
U07304,2025-01-11,Google Ads,Control,35-44,Mobile
U07305,2025-03-27,Facebook,Variant,35-44,Mobile
U07306,2025-03-23,Google Ads,Variant,18-24,Mobile
U07307,2025-02-05,Google Ads,Variant,18-24,Desktop
U07308,2025-03-09,Google Ads,Control,25-34,Mobile
U07309,2025-02-21,Facebook,Control,45+,Tablet
U07310,2025-02-19,Google Ads,Variant,18-24,Mobile
U07311,2025-03-30,TikTok,Control,25-34,Mobile
U07312,2025-02-23,Facebook,Variant,45+,Mobile
U07313,2025-03-03,Facebook,Control,45+,Desktop
U07314,2025-02-09,Facebook,Variant,25-34,Mobile
U07315,2025-03-02,Google Ads,Variant,35-44,Mobile
U07316,2025-02-10,TikTok,Control,35-44,Desktop
U07317,2025-01-04,Google Ads,Control,35-44,Mobile
U07318,2025-02-03,Instagram,Variant,18-24,Desktop
U07319,2025-02-28,Facebook,Variant,18-24,Tablet
U07320,2025-01-11,TikTok,Variant,18-24,Mobile
U07321,2025-01-25,Instagram,Variant,18-24,Mobile
U07322,2025-01-27,Facebook,Control,18-24,Mobile
U07323,2025-01-29,TikTok,Control,18-24,Mobile
U07324,2025-02-07,TikTok,Variant,45+,Tablet
U07325,2025-02-11,Facebook,Control,45+,Tablet
U07326,2025-01-13,Organic,Variant,45+,Mobile
U07327,2025-01-15,TikTok,Control,35-44,Mobile
U07328,2025-03-18,Facebook,Control,35-44,Mobile
U07329,2025-02-13,Instagram,Control,35-44,Desktop
U07330,2025-02-26,Facebook,Variant,18-24,Mobile
U07331,2025-03-25,Google Ads,Control,45+,Desktop
U07332,2025-03-13,Instagram,Variant,45+,Mobile
U07333,2025-02-02,TikTok,Variant,25-34,Mobile
U07334,2025-01-15,Organic,Variant,45+,Desktop
U07335,2025-01-13,Facebook,Variant,45+,Desktop
U07336,2025-01-28,Instagram,Control,45+,Desktop
U07337,2025-03-04,Google Ads,Variant,18-24,Mobile
U07338,2025-03-03,Organic,Control,45+,Mobile
U07339,2025-01-09,Facebook,Variant,25-34,Mobile
U07340,2025-01-03,Facebook,Control,35-44,Tablet
U07341,2025-03-22,Instagram,Variant,25-34,Mobile
U07342,2025-01-19,Instagram,Variant,35-44,Mobile
U07343,2025-03-07,TikTok,Variant,25-34,Mobile
U07344,2025-03-28,Referral,Control,25-34,Mobile
U07345,2025-02-10,Google Ads,Variant,18-24,Mobile
U07346,2025-01-13,Facebook,Variant,25-34,Mobile
U07347,2025-01-04,Facebook,Control,25-34,Mobile
U07348,2025-01-08,TikTok,Variant,18-24,Mobile
U07349,2025-01-10,Facebook,Variant,45+,Desktop
U07350,2025-01-03,Instagram,Control,18-24,Desktop
U07351,2025-01-01,Facebook,Control,25-34,Mobile
U07352,2025-01-18,TikTok,Control,45+,Mobile
U07353,2025-01-04,Instagram,Control,18-24,Mobile
U07354,2025-02-12,Google Ads,Control,45+,Mobile
U07355,2025-02-27,Organic,Variant,35-44,Mobile
U07356,2025-03-27,TikTok,Control,18-24,Desktop
U07357,2025-03-05,Facebook,Control,25-34,Mobile
U07358,2025-02-04,Organic,Control,35-44,Mobile
U07359,2025-03-26,Facebook,Variant,18-24,Mobile
U07360,2025-02-26,Facebook,Control,35-44,Mobile
U07361,2025-01-29,Organic,Control,35-44,Mobile
U07362,2025-02-14,Organic,Control,45+,Desktop
U07363,2025-03-02,Organic,Control,45+,Desktop
U07364,2025-03-06,TikTok,Variant,45+,Mobile
U07365,2025-03-23,Google Ads,Variant,35-44,Mobile
U07366,2025-03-19,Referral,Control,18-24,Desktop
U07367,2025-03-29,Referral,Variant,18-24,Tablet
U07368,2025-01-08,Facebook,Variant,18-24,Mobile
U07369,2025-01-21,TikTok,Variant,45+,Mobile
U07370,2025-02-01,Facebook,Control,45+,Mobile
U07371,2025-03-11,Facebook,Variant,25-34,Mobile
U07372,2025-02-13,Organic,Variant,45+,Mobile
U07373,2025-02-05,Facebook,Variant,45+,Tablet
U07374,2025-03-11,TikTok,Control,25-34,Mobile
U07375,2025-01-20,Instagram,Control,45+,Mobile
U07376,2025-03-24,TikTok,Control,18-24,Mobile
U07377,2025-01-14,Referral,Control,45+,Mobile
U07378,2025-01-29,Facebook,Variant,25-34,Mobile
U07379,2025-02-17,Referral,Variant,18-24,Mobile
U07380,2025-01-05,Facebook,Variant,35-44,Mobile
U07381,2025-02-14,TikTok,Control,18-24,Tablet
U07382,2025-02-01,Facebook,Control,45+,Mobile
U07383,2025-03-15,Google Ads,Variant,35-44,Desktop
U07384,2025-02-27,TikTok,Variant,35-44,Mobile
U07385,2025-01-26,Facebook,Variant,25-34,Mobile
U07386,2025-03-28,Facebook,Variant,35-44,Mobile
U07387,2025-03-19,Organic,Variant,18-24,Desktop
U07388,2025-01-31,Instagram,Control,45+,Mobile
U07389,2025-02-17,TikTok,Control,35-44,Mobile
U07390,2025-03-25,Instagram,Variant,18-24,Mobile
U07391,2025-02-19,Google Ads,Control,18-24,Mobile
U07392,2025-03-01,Facebook,Control,45+,Mobile
U07393,2025-01-26,Instagram,Control,25-34,Mobile
U07394,2025-03-26,Facebook,Control,18-24,Desktop
U07395,2025-01-15,TikTok,Control,35-44,Mobile
U07396,2025-01-30,Organic,Variant,45+,Mobile
U07397,2025-01-19,Instagram,Variant,45+,Mobile
U07398,2025-01-10,Google Ads,Variant,45+,Mobile
U07399,2025-02-21,Facebook,Control,45+,Mobile
U07400,2025-02-06,TikTok,Control,35-44,Mobile
U07401,2025-02-20,Google Ads,Variant,18-24,Tablet
U07402,2025-01-22,Facebook,Control,25-34,Tablet
U07403,2025-03-14,Google Ads,Variant,25-34,Mobile
U07404,2025-01-28,Facebook,Variant,45+,Mobile
U07405,2025-01-29,Referral,Control,45+,Mobile
U07406,2025-03-21,Instagram,Variant,18-24,Desktop
U07407,2025-01-30,TikTok,Control,35-44,Desktop
U07408,2025-03-11,Organic,Control,25-34,Desktop
U07409,2025-01-16,Organic,Control,35-44,Mobile
U07410,2025-02-25,TikTok,Control,25-34,Desktop
U07411,2025-02-26,TikTok,Control,35-44,Desktop
U07412,2025-01-08,Google Ads,Variant,25-34,Desktop
U07413,2025-02-14,Organic,Variant,45+,Mobile
U07414,2025-03-14,Facebook,Variant,18-24,Mobile
U07415,2025-01-23,Facebook,Variant,35-44,Mobile
U07416,2025-03-25,Google Ads,Variant,25-34,Desktop
U07417,2025-01-19,Facebook,Variant,18-24,Mobile
U07418,2025-01-14,Facebook,Variant,35-44,Tablet
U07419,2025-03-08,Facebook,Control,25-34,Desktop
U07420,2025-01-28,Facebook,Variant,45+,Desktop
U07421,2025-02-28,Google Ads,Variant,45+,Mobile
U07422,2025-03-25,Facebook,Control,35-44,Mobile
U07423,2025-02-24,Instagram,Control,45+,Tablet
U07424,2025-01-08,Organic,Control,45+,Mobile
U07425,2025-02-01,Organic,Variant,35-44,Mobile
U07426,2025-03-25,Facebook,Variant,18-24,Desktop
U07427,2025-01-09,Organic,Variant,45+,Mobile
U07428,2025-03-24,Organic,Variant,35-44,Mobile
U07429,2025-01-06,TikTok,Control,18-24,Desktop
U07430,2025-02-16,Facebook,Control,25-34,Desktop
U07431,2025-01-29,Facebook,Variant,45+,Mobile
U07432,2025-02-25,Facebook,Variant,18-24,Mobile
U07433,2025-01-03,Organic,Variant,25-34,Tablet
U07434,2025-02-26,Referral,Control,25-34,Mobile
U07435,2025-02-12,Facebook,Control,18-24,Mobile
U07436,2025-01-26,TikTok,Variant,45+,Mobile
U07437,2025-03-15,Facebook,Variant,25-34,Desktop
U07438,2025-03-26,Facebook,Control,18-24,Desktop
U07439,2025-01-08,Instagram,Variant,45+,Desktop
U07440,2025-03-16,Facebook,Control,45+,Desktop
U07441,2025-03-19,Facebook,Variant,45+,Mobile
U07442,2025-03-17,TikTok,Control,25-34,Mobile
U07443,2025-02-08,Instagram,Variant,45+,Mobile
U07444,2025-01-22,Facebook,Variant,25-34,Mobile
U07445,2025-02-13,Facebook,Control,18-24,Mobile
U07446,2025-03-12,Organic,Variant,45+,Tablet
U07447,2025-01-15,Google Ads,Control,45+,Mobile
U07448,2025-02-28,Facebook,Control,45+,Mobile
U07449,2025-02-26,Instagram,Control,18-24,Desktop
U07450,2025-01-30,TikTok,Control,45+,Mobile
U07451,2025-03-11,Organic,Control,45+,Mobile
U07452,2025-02-02,Google Ads,Variant,18-24,Mobile
U07453,2025-02-15,Facebook,Control,45+,Mobile
U07454,2025-03-13,Facebook,Variant,25-34,Mobile
U07455,2025-02-02,Referral,Variant,45+,Mobile
U07456,2025-02-11,Facebook,Variant,35-44,Mobile
U07457,2025-01-03,TikTok,Variant,35-44,Mobile
U07458,2025-03-01,Facebook,Control,25-34,Desktop
U07459,2025-03-21,Facebook,Control,18-24,Mobile
U07460,2025-01-28,Google Ads,Control,25-34,Mobile
U07461,2025-03-11,Google Ads,Variant,45+,Mobile
U07462,2025-01-30,Facebook,Variant,45+,Desktop
U07463,2025-01-08,Instagram,Variant,35-44,Mobile
U07464,2025-03-23,Referral,Variant,45+,Desktop
U07465,2025-01-30,TikTok,Variant,25-34,Tablet
U07466,2025-03-05,Organic,Variant,35-44,Mobile
U07467,2025-01-07,Instagram,Control,18-24,Desktop
U07468,2025-02-25,Facebook,Control,45+,Mobile
U07469,2025-01-16,Google Ads,Control,35-44,Mobile
U07470,2025-03-18,Google Ads,Control,18-24,Mobile
U07471,2025-03-24,Referral,Control,45+,Mobile
U07472,2025-01-28,Facebook,Control,35-44,Desktop
U07473,2025-01-30,Facebook,Control,45+,Tablet
U07474,2025-03-11,Facebook,Control,25-34,Desktop
U07475,2025-03-09,Facebook,Variant,35-44,Mobile
U07476,2025-03-25,TikTok,Variant,25-34,Mobile
U07477,2025-01-27,Google Ads,Control,18-24,Mobile
U07478,2025-02-13,Google Ads,Control,35-44,Mobile
U07479,2025-01-12,TikTok,Variant,18-24,Mobile
U07480,2025-03-04,TikTok,Variant,18-24,Mobile
U07481,2025-01-26,Organic,Variant,45+,Mobile
U07482,2025-03-20,Facebook,Control,45+,Mobile
U07483,2025-01-04,Referral,Variant,25-34,Mobile
U07484,2025-01-21,Facebook,Variant,45+,Mobile
U07485,2025-02-17,TikTok,Control,35-44,Desktop
U07486,2025-01-03,Google Ads,Variant,18-24,Mobile
U07487,2025-02-05,Referral,Variant,25-34,Mobile
U07488,2025-02-27,TikTok,Control,18-24,Mobile
U07489,2025-01-04,Facebook,Control,18-24,Mobile
U07490,2025-03-05,TikTok,Variant,18-24,Mobile
U07491,2025-02-18,TikTok,Variant,25-34,Desktop
U07492,2025-01-04,Google Ads,Variant,25-34,Desktop
U07493,2025-01-25,TikTok,Variant,25-34,Desktop
U07494,2025-02-24,Google Ads,Control,25-34,Mobile
U07495,2025-01-04,Facebook,Control,45+,Mobile
U07496,2025-02-15,Google Ads,Variant,25-34,Mobile
U07497,2025-01-26,Google Ads,Control,35-44,Mobile
U07498,2025-02-08,Facebook,Variant,45+,Desktop
U07499,2025-02-13,Facebook,Control,45+,Mobile
U07500,2025-02-13,Facebook,Control,25-34,Mobile
U07501,2025-01-13,Instagram,Variant,18-24,Mobile
U07502,2025-01-31,TikTok,Variant,45+,Desktop
U07503,2025-02-22,Google Ads,Variant,25-34,Mobile
U07504,2025-03-19,TikTok,Control,45+,Mobile
U07505,2025-02-04,Facebook,Control,45+,Desktop
U07506,2025-01-25,Google Ads,Control,25-34,Mobile
U07507,2025-03-08,Google Ads,Control,45+,Tablet
U07508,2025-03-21,Google Ads,Variant,25-34,Mobile
U07509,2025-03-23,Google Ads,Control,35-44,Mobile
U07510,2025-03-22,Google Ads,Variant,18-24,Mobile
U07511,2025-02-22,Facebook,Control,25-34,Mobile
U07512,2025-02-01,Facebook,Variant,18-24,Mobile
U07513,2025-03-28,Google Ads,Variant,25-34,Tablet
U07514,2025-03-26,Google Ads,Variant,35-44,Desktop
U07515,2025-01-23,Google Ads,Control,25-34,Desktop
U07516,2025-02-06,Instagram,Variant,25-34,Desktop
U07517,2025-01-16,TikTok,Control,18-24,Mobile
U07518,2025-01-27,Google Ads,Control,25-34,Mobile
U07519,2025-03-28,Organic,Variant,18-24,Mobile
U07520,2025-02-04,Facebook,Variant,35-44,Mobile
U07521,2025-03-14,Google Ads,Variant,35-44,Tablet
U07522,2025-02-16,Facebook,Variant,45+,Mobile
U07523,2025-01-12,Facebook,Control,18-24,Mobile
U07524,2025-03-28,Organic,Variant,25-34,Mobile
U07525,2025-03-21,Google Ads,Control,45+,Desktop
U07526,2025-01-02,Google Ads,Variant,18-24,Desktop
U07527,2025-01-25,Facebook,Control,45+,Mobile
U07528,2025-02-13,TikTok,Variant,25-34,Mobile
U07529,2025-03-04,Instagram,Control,25-34,Mobile
U07530,2025-02-17,TikTok,Variant,45+,Mobile
U07531,2025-03-29,Google Ads,Variant,35-44,Desktop
U07532,2025-02-08,TikTok,Control,45+,Tablet
U07533,2025-01-24,Instagram,Variant,45+,Mobile
U07534,2025-02-18,Organic,Control,35-44,Mobile
U07535,2025-03-20,Facebook,Variant,18-24,Mobile
U07536,2025-01-05,Instagram,Variant,45+,Mobile
U07537,2025-02-11,Google Ads,Variant,18-24,Mobile
U07538,2025-01-15,TikTok,Variant,35-44,Mobile
U07539,2025-02-16,Organic,Variant,35-44,Desktop
U07540,2025-01-05,Instagram,Control,45+,Mobile
U07541,2025-03-23,Google Ads,Control,35-44,Mobile
U07542,2025-01-27,TikTok,Control,18-24,Mobile
U07543,2025-03-15,Google Ads,Variant,35-44,Mobile
U07544,2025-02-05,Instagram,Variant,45+,Mobile
U07545,2025-01-14,Facebook,Control,45+,Mobile
U07546,2025-02-24,Instagram,Control,45+,Mobile
U07547,2025-02-25,Facebook,Variant,25-34,Mobile
U07548,2025-03-20,Organic,Variant,18-24,Mobile
U07549,2025-01-29,Facebook,Control,35-44,Mobile
U07550,2025-01-13,Instagram,Control,18-24,Mobile
U07551,2025-03-10,TikTok,Control,18-24,Mobile
U07552,2025-02-11,Instagram,Control,25-34,Mobile
U07553,2025-03-13,Google Ads,Control,45+,Mobile
U07554,2025-01-04,Facebook,Control,45+,Mobile
U07555,2025-02-06,Facebook,Control,45+,Desktop
U07556,2025-02-11,Google Ads,Control,25-34,Mobile
U07557,2025-02-07,Facebook,Control,25-34,Desktop
U07558,2025-03-06,TikTok,Control,25-34,Mobile
U07559,2025-02-24,Facebook,Control,45+,Mobile
U07560,2025-03-24,Instagram,Control,35-44,Mobile
U07561,2025-01-17,Instagram,Variant,18-24,Mobile
U07562,2025-03-15,Google Ads,Variant,18-24,Mobile
U07563,2025-01-14,Facebook,Variant,35-44,Mobile
U07564,2025-02-02,Facebook,Variant,35-44,Mobile
U07565,2025-02-06,TikTok,Variant,18-24,Desktop
U07566,2025-03-13,Facebook,Variant,45+,Mobile
U07567,2025-02-08,Google Ads,Variant,35-44,Mobile
U07568,2025-02-14,Facebook,Variant,35-44,Mobile
U07569,2025-02-11,TikTok,Variant,35-44,Mobile
U07570,2025-02-06,Facebook,Variant,35-44,Desktop
U07571,2025-01-23,Google Ads,Control,18-24,Mobile
U07572,2025-02-26,TikTok,Variant,18-24,Mobile
U07573,2025-03-25,Facebook,Control,35-44,Mobile
U07574,2025-03-17,Organic,Variant,18-24,Tablet
U07575,2025-02-12,TikTok,Variant,45+,Desktop
U07576,2025-03-17,TikTok,Variant,45+,Desktop
U07577,2025-02-14,Google Ads,Control,35-44,Mobile
U07578,2025-03-06,Facebook,Control,25-34,Mobile
U07579,2025-01-17,Facebook,Control,45+,Mobile
U07580,2025-01-21,Organic,Control,18-24,Mobile
U07581,2025-03-02,Google Ads,Control,35-44,Mobile
U07582,2025-01-07,Facebook,Variant,45+,Desktop
U07583,2025-01-03,TikTok,Control,45+,Mobile
U07584,2025-02-08,Facebook,Variant,45+,Desktop
U07585,2025-03-13,Facebook,Variant,45+,Desktop
U07586,2025-02-26,Facebook,Variant,45+,Mobile
U07587,2025-01-30,Facebook,Variant,45+,Desktop
U07588,2025-01-12,Facebook,Variant,45+,Mobile
U07589,2025-02-02,Facebook,Variant,18-24,Mobile
U07590,2025-01-20,Google Ads,Variant,45+,Desktop
U07591,2025-01-04,Instagram,Control,35-44,Desktop
U07592,2025-03-09,Facebook,Variant,45+,Desktop
U07593,2025-01-15,TikTok,Variant,25-34,Mobile
U07594,2025-03-04,Facebook,Variant,35-44,Mobile
U07595,2025-02-14,Instagram,Control,25-34,Mobile
U07596,2025-02-20,Instagram,Variant,25-34,Tablet
U07597,2025-03-24,Facebook,Variant,25-34,Mobile
U07598,2025-03-14,Referral,Control,35-44,Mobile
U07599,2025-02-23,TikTok,Control,35-44,Mobile
U07600,2025-03-18,TikTok,Control,45+,Mobile
U07601,2025-01-21,Google Ads,Variant,35-44,Tablet
U07602,2025-01-11,Google Ads,Control,18-24,Mobile
U07603,2025-02-06,Facebook,Control,45+,Mobile
U07604,2025-01-27,TikTok,Control,25-34,Desktop
U07605,2025-02-22,Organic,Control,45+,Mobile
U07606,2025-01-12,Google Ads,Variant,45+,Mobile
U07607,2025-03-23,Facebook,Control,45+,Mobile
U07608,2025-03-09,TikTok,Variant,35-44,Tablet
U07609,2025-03-26,Google Ads,Variant,18-24,Mobile
U07610,2025-01-17,TikTok,Control,35-44,Mobile
U07611,2025-02-06,Facebook,Variant,18-24,Mobile
U07612,2025-02-07,Organic,Control,25-34,Desktop
U07613,2025-01-30,TikTok,Variant,18-24,Desktop
U07614,2025-01-30,TikTok,Variant,18-24,Desktop
U07615,2025-03-21,Facebook,Control,35-44,Mobile
U07616,2025-03-01,Google Ads,Control,25-34,Mobile
U07617,2025-03-12,Instagram,Control,18-24,Desktop
U07618,2025-02-27,Google Ads,Variant,18-24,Mobile
U07619,2025-01-25,Google Ads,Control,18-24,Mobile
U07620,2025-01-14,TikTok,Control,35-44,Mobile
U07621,2025-03-22,Organic,Variant,18-24,Mobile
U07622,2025-01-08,TikTok,Control,25-34,Mobile
U07623,2025-01-17,Organic,Control,45+,Desktop
U07624,2025-02-05,TikTok,Variant,35-44,Mobile
U07625,2025-01-22,Facebook,Control,25-34,Desktop
U07626,2025-01-06,TikTok,Variant,25-34,Tablet
U07627,2025-03-23,Google Ads,Variant,35-44,Desktop
U07628,2025-03-14,TikTok,Control,45+,Mobile
U07629,2025-02-24,Organic,Control,45+,Mobile
U07630,2025-03-16,TikTok,Variant,25-34,Mobile
U07631,2025-01-22,Instagram,Variant,25-34,Mobile
U07632,2025-02-17,TikTok,Control,25-34,Mobile
U07633,2025-02-22,Google Ads,Control,35-44,Mobile
U07634,2025-02-14,TikTok,Variant,18-24,Mobile
U07635,2025-03-30,TikTok,Control,18-24,Mobile
U07636,2025-02-24,TikTok,Variant,25-34,Mobile
U07637,2025-01-01,Facebook,Control,25-34,Mobile
U07638,2025-03-15,Google Ads,Variant,18-24,Tablet
U07639,2025-03-01,Organic,Control,45+,Mobile
U07640,2025-01-26,Organic,Variant,45+,Mobile
U07641,2025-02-03,Organic,Variant,25-34,Desktop
U07642,2025-01-24,Facebook,Control,18-24,Desktop
U07643,2025-01-01,TikTok,Variant,25-34,Mobile
U07644,2025-02-27,Google Ads,Control,45+,Mobile
U07645,2025-01-29,Instagram,Control,45+,Tablet
U07646,2025-03-26,Facebook,Control,25-34,Mobile
U07647,2025-02-01,Facebook,Variant,25-34,Mobile
U07648,2025-02-06,TikTok,Control,45+,Mobile
U07649,2025-01-12,Google Ads,Variant,18-24,Mobile
U07650,2025-01-20,Instagram,Control,45+,Mobile
U07651,2025-01-22,TikTok,Variant,35-44,Mobile
U07652,2025-02-02,Instagram,Control,18-24,Mobile
U07653,2025-01-23,Instagram,Variant,18-24,Mobile
U07654,2025-03-23,Facebook,Variant,35-44,Mobile
U07655,2025-03-13,Facebook,Control,35-44,Mobile
U07656,2025-02-17,Facebook,Variant,25-34,Mobile
U07657,2025-02-27,Instagram,Control,18-24,Mobile
U07658,2025-02-06,Facebook,Control,25-34,Mobile
U07659,2025-03-18,Facebook,Control,45+,Tablet
U07660,2025-02-17,Instagram,Variant,18-24,Mobile
U07661,2025-03-03,Facebook,Variant,18-24,Mobile
